VARIABLES = "X"
"Y"
"Mu_tOverMu_inf"
ZONE T="CFL3D x=29.2468"
 2.924690437E+01 3.224975967E+01 7.458514534E-03
 2.924690628E+01 3.334165573E+01 7.458477281E-03
 2.924690628E+01 3.447335434E+01 7.458440494E-03
 2.924690628E+01 3.564648056E+01 7.458403707E-03
 2.924690819E+01 3.686274338E+01 7.458367385E-03
 2.924690819E+01 3.812394714E+01 7.458331995E-03
 2.924690819E+01 3.943199921E+01 7.458296604E-03
 2.924691010E+01 4.078890228E+01 7.458261680E-03
 2.924691010E+01 4.219678879E+01 7.458227221E-03
 2.924691010E+01 4.365792465E+01 7.458193693E-03
 2.924691010E+01 4.517469406E+01 7.458160631E-03
 2.924691010E+01 4.674965286E+01 7.458128501E-03
 2.924691010E+01 4.838551331E+01 7.458096836E-03
 2.924690819E+01 5.008517838E+01 7.458066102E-03
 2.924690819E+01 5.185173416E+01 7.458036300E-03
 2.924690628E+01 5.368849564E+01 7.458006963E-03
 2.924690628E+01 5.559900665E+01 7.457979023E-03
 2.924690437E+01 5.758708191E+01 7.457951549E-03
 2.924690247E+01 5.965679169E+01 7.457925472E-03
 2.924689865E+01 6.181252670E+01 7.457899861E-03
 2.924689674E+01 6.405897522E+01 7.457876112E-03
 2.924689293E+01 6.640118408E+01 7.457852829E-03
 2.924688721E+01 6.884449768E+01 7.457831409E-03
 2.924688339E+01 7.139461517E+01 7.457811385E-03
 2.924687767E+01 7.405745697E+01 7.457792293E-03
 2.924687004E+01 7.683917236E+01 7.457775064E-03
 2.924686432E+01 7.974582672E+01 7.457759697E-03
 2.924685478E+01 8.278316498E+01 7.457745727E-03
 2.924684715E+01 8.595601654E+01 7.457734086E-03
 2.924683952E+01 8.926735687E+01 7.457724772E-03
 2.924683189E+01 9.271705627E+01 7.457717787E-03
 2.924682617E+01 9.629940033E+01 7.457713131E-03
 2.924682617E+01 1.000000000E+02 0.000000000E+00
ZONE T="FUN3D x=29.2468"
 2.924682617E+01 0.000000000E+00 2.499602661E+02
 2.924682617E+01 3.411123063E-03 2.499745026E+02
 2.924682617E+01 7.194691803E-03 2.500235596E+02
 2.924682617E+01 1.127146557E-02 2.501154938E+02
 2.924682617E+01 1.557622477E-02 2.502563934E+02
 2.924682617E+01 2.005936019E-02 2.504506378E+02
 2.924682617E+01 2.468227409E-02 2.507012939E+02
 2.924682617E+01 2.941692434E-02 2.510103607E+02
 2.924682617E+01 3.424183652E-02 2.513790894E+02
 2.924682617E+01 3.914155811E-02 2.518081360E+02
 2.924682617E+01 4.410411417E-02 2.522976685E+02
 2.924682617E+01 4.912070185E-02 2.528475189E+02
 2.924682617E+01 5.418433249E-02 2.534571686E+02
 2.924682617E+01 5.928977951E-02 2.541258698E+02
 2.924682617E+01 6.443272531E-02 2.548526306E+02
 2.924682617E+01 6.960977614E-02 2.556362457E+02
 2.924682617E+01 7.481803745E-02 2.564753113E+02
 2.924682617E+01 8.005516976E-02 2.573682556E+02
 2.924682617E+01 8.531908691E-02 2.583134155E+02
 2.924682617E+01 9.060800821E-02 2.593089294E+02
 2.924682617E+01 9.592031687E-02 2.603528442E+02
 2.924682617E+01 1.012546197E-01 2.614431458E+02
 2.924682617E+01 1.066095978E-01 2.625776978E+02
 2.924682617E+01 1.119840965E-01 2.637543335E+02
 2.924682617E+01 1.173770055E-01 2.649707947E+02
 2.924682617E+01 1.227873415E-01 2.662248535E+02
 2.924682617E+01 1.282141656E-01 2.675142517E+02
 2.924682617E+01 1.336566061E-01 2.688366699E+02
 2.924682617E+01 1.391138583E-01 2.701898804E+02
 2.924682617E+01 1.445851475E-01 2.715716248E+02
 2.924682617E+01 1.500697285E-01 2.729796753E+02
 2.924682617E+01 1.555669606E-01 2.744118652E+02
 2.924682617E+01 1.610761583E-01 2.758660278E+02
 2.924682617E+01 1.665967256E-01 2.773400269E+02
 2.924682617E+01 1.721280813E-01 2.788318176E+02
 2.924682617E+01 1.776696742E-01 2.803393555E+02
 2.924682617E+01 1.832209527E-01 2.818607788E+02
 2.924682617E+01 1.887814403E-01 2.833942261E+02
 2.924682617E+01 1.943506300E-01 2.849378662E+02
 2.924682617E+01 1.999280900E-01 2.864900513E+02
 2.924682617E+01 2.055133283E-01 2.880490723E+02
 2.924682617E+01 2.111059576E-01 2.896134033E+02
 2.924682617E+01 2.167055905E-01 2.911814880E+02
 2.924682617E+01 2.223117799E-01 2.927518921E+02
 2.924682617E+01 2.279241830E-01 2.943232727E+02
 2.924682617E+01 2.335424274E-01 2.958942871E+02
 2.924682617E+01 2.391662002E-01 2.974636841E+02
 2.924682617E+01 2.447951138E-01 2.990303040E+02
 2.924682617E+01 2.504288852E-01 3.005929871E+02
 2.924682617E+01 2.560672164E-01 3.021506653E+02
 2.924682617E+01 2.617097497E-01 3.037023621E+02
 2.924682617E+01 2.673562467E-01 3.052471008E+02
 2.924682808E+01 2.730064392E-01 3.067839661E+02
 2.924682808E+01 2.786599994E-01 3.083121033E+02
 2.924682808E+01 2.843166888E-01 3.098306885E+02
 2.924682808E+01 2.899762690E-01 3.113389893E+02
 2.924682808E+01 2.956385016E-01 3.128362732E+02
 2.924682808E+01 3.013031185E-01 3.143218689E+02
 2.924682808E+01 3.069699109E-01 3.157951050E+02
 2.924682808E+01 3.126386404E-01 3.172554016E+02
 2.924682808E+01 3.183091283E-01 3.187021790E+02
 2.924682808E+01 3.239811063E-01 3.201349487E+02
 2.924682808E+01 3.296544254E-01 3.215531311E+02
 2.924682808E+01 3.353288770E-01 3.229563293E+02
 2.924682808E+01 3.410042226E-01 3.243440857E+02
 2.924682808E+01 3.466803133E-01 3.257159729E+02
 2.924682808E+01 3.523569703E-01 3.270715942E+02
 2.924682808E+01 3.580340445E-01 3.284106140E+02
 2.924682808E+01 3.637112975E-01 3.297326660E+02
 2.924682808E+01 3.693885803E-01 3.310374756E+02
 2.924682808E+01 3.750658035E-01 3.323247070E+02
 2.924682808E+01 3.807426989E-01 3.335941162E+02
 2.924682808E+01 3.864191771E-01 3.348454285E+02
 2.924682808E+01 3.920950890E-01 3.360783997E+02
 2.924682808E+01 3.977702558E-01 3.372928162E+02
 2.924682808E+01 4.034445286E-01 3.384884644E+02
 2.924682808E+01 4.091178477E-01 3.396651917E+02
 2.924682808E+01 4.147899747E-01 3.408227844E+02
 2.924682808E+01 4.204608202E-01 3.419611206E+02
 2.924682808E+01 4.261302650E-01 3.430799866E+02
 2.924682808E+01 4.317981601E-01 3.441793213E+02
 2.924682808E+01 4.374643862E-01 3.452589417E+02
 2.924682808E+01 4.431288540E-01 3.463187561E+02
 2.924682808E+01 4.487914145E-01 3.473587036E+02
 2.924682808E+01 4.544518888E-01 3.483786011E+02
 2.924682808E+01 4.601102769E-01 3.493784485E+02
 2.924682808E+01 4.657664299E-01 3.503581543E+02
 2.924682808E+01 4.714201987E-01 3.513176270E+02
 2.924682808E+01 4.770715535E-01 3.522568359E+02
 2.924682808E+01 4.827202857E-01 3.531757202E+02
 2.924682808E+01 4.883664250E-01 3.540742493E+02
 2.924682808E+01 4.940097332E-01 3.549523621E+02
 2.924682808E+01 4.996501803E-01 3.558100891E+02
 2.924682808E+01 5.052877665E-01 3.566473694E+02
 2.924682808E+01 5.109221935E-01 3.574641724E+02
 2.924682808E+01 5.165535212E-01 3.582605896E+02
 2.924682808E+01 5.221816301E-01 3.590365295E+02
 2.924682808E+01 5.278064013E-01 3.597921143E+02
 2.924682808E+01 5.334277749E-01 3.605272522E+02
 2.924682808E+01 5.390456915E-01 3.612420654E+02
 2.924682808E+01 5.446600318E-01 3.619364929E+02
 2.924682808E+01 5.502706766E-01 3.626105957E+02
 2.924682808E+01 5.558776855E-01 3.632644043E+02
 2.924682808E+01 5.614808202E-01 3.638979492E+02
 2.924682808E+01 5.670800805E-01 3.645112305E+02
 2.924682808E+01 5.726754069E-01 3.651043396E+02
 2.924682808E+01 5.782667398E-01 3.656772461E+02
 2.924682808E+01 5.838539600E-01 3.662300110E+02
 2.924682808E+01 5.894370079E-01 3.667626953E+02
 2.924682808E+01 5.950158238E-01 3.672752991E+02
 2.924682808E+01 6.005902886E-01 3.677678833E+02
 2.924682808E+01 6.061604023E-01 3.682405396E+02
 2.924682808E+01 6.117261052E-01 3.686932983E+02
 2.924682808E+01 6.172873378E-01 3.691262512E+02
 2.924682808E+01 6.228439212E-01 3.695394592E+02
 2.924682808E+01 6.283959150E-01 3.699329834E+02
 2.924682808E+01 6.339432597E-01 3.703068848E+02
 2.924682808E+01 6.394858360E-01 3.706612549E+02
 2.924682808E+01 6.450235844E-01 3.709961853E+02
 2.924682808E+01 6.505565047E-01 3.713117371E+02
 2.924682808E+01 6.560845375E-01 3.716080322E+02
 2.924682808E+01 6.616075039E-01 3.718850708E+02
 2.924682808E+01 6.671254635E-01 3.721430359E+02
 2.924682808E+01 6.726383567E-01 3.723819580E+02
 2.924682808E+01 6.781460643E-01 3.726019287E+02
 2.924682808E+01 6.836485863E-01 3.728030396E+02
 2.924682808E+01 6.891458631E-01 3.729854431E+02
 2.924682808E+01 6.946377754E-01 3.731491394E+02
 2.924682808E+01 7.000490427E-01 3.732924194E+02
 2.924682808E+01 7.053806782E-01 3.734161682E+02
 2.924682808E+01 7.106338739E-01 3.735211792E+02
 2.924682808E+01 7.158097029E-01 3.736082764E+02
 2.924682808E+01 7.209092975E-01 3.736782532E+02
 2.924682808E+01 7.259336114E-01 3.737318420E+02
 2.924682808E+01 7.308837175E-01 3.737697449E+02
 2.924682808E+01 7.357606888E-01 3.737927246E+02
 2.924682808E+01 7.405655980E-01 3.738014221E+02
 2.924682808E+01 7.452993393E-01 3.737965088E+02
 2.924682808E+01 7.499630451E-01 3.737785950E+02
 2.924682808E+01 7.545576096E-01 3.737482910E+02
 2.924682808E+01 7.590839863E-01 3.737061768E+02
 2.924682808E+01 7.635432482E-01 3.736528320E+02
 2.924682808E+01 7.679362893E-01 3.735888062E+02
 2.924682808E+01 7.722640038E-01 3.735145874E+02
 2.924682808E+01 7.765273452E-01 3.734307251E+02
 2.924682808E+01 7.807272077E-01 3.733376770E+02
 2.924682808E+01 7.848646045E-01 3.732359314E+02
 2.924682808E+01 7.889402509E-01 3.731259460E+02
 2.924682999E+01 7.929551005E-01 3.730081177E+02
 2.924682999E+01 7.969100475E-01 3.728829041E+02
 2.924682999E+01 8.008058667E-01 3.727507019E+02
 2.924682999E+01 8.046435118E-01 3.726118774E+02
 2.924682999E+01 8.084237576E-01 3.724667969E+02
 2.924682999E+01 8.121473789E-01 3.723158569E+02
 2.924682999E+01 8.158152699E-01 3.721593933E+02
 2.924682999E+01 8.194280863E-01 3.719977417E+02
 2.924682999E+01 8.229868412E-01 3.718311768E+02
 2.924682999E+01 8.264921308E-01 3.716600647E+02
 2.924682999E+01 8.299447298E-01 3.714846802E+02
 2.924682999E+01 8.333454132E-01 3.713052979E+02
 2.924682999E+01 8.366950154E-01 3.711221924E+02
 2.924682999E+01 8.399940729E-01 3.709356384E+02
 2.924682999E+01 8.432435989E-01 3.707458496E+02
 2.924682999E+01 8.464440107E-01 3.705531311E+02
 2.924682999E+01 8.495962024E-01 3.703576660E+02
 2.924682999E+01 8.527007103E-01 3.701596680E+02
 2.924682999E+01 8.557584286E-01 3.699594116E+02
 2.924682999E+01 8.587698936E-01 3.697570496E+02
 2.924682999E+01 8.617358804E-01 3.695527649E+02
 2.924682999E+01 8.646569252E-01 3.693468018E+02
 2.924682999E+01 8.675336838E-01 3.691392822E+02
 2.924682999E+01 8.703668714E-01 3.689304504E+02
 2.924682999E+01 8.731570840E-01 3.687203979E+02
 2.924682999E+01 8.759049177E-01 3.685093079E+02
 2.924682999E+01 8.786110878E-01 3.682973633E+02
 2.924682999E+01 8.812760115E-01 3.680846558E+02
 2.924682999E+01 8.839004636E-01 3.678713684E+02
 2.924682999E+01 8.864849806E-01 3.676576233E+02
 2.924682999E+01 8.890300989E-01 3.674435425E+02
 2.924682999E+01 8.915364146E-01 3.672292480E+02
 2.924682999E+01 8.940044641E-01 3.670148315E+02
 2.924682999E+01 8.964349031E-01 3.668004456E+02
 2.924682999E+01 8.988281488E-01 3.665861816E+02
 2.924682999E+01 9.011847973E-01 3.663721313E+02
 2.924682999E+01 9.035054445E-01 3.661583862E+02
 2.924682999E+01 9.057905078E-01 3.659450378E+02
 2.924682999E+01 9.080405831E-01 3.657322083E+02
 2.924682999E+01 9.102561474E-01 3.655199280E+02
 2.924682999E+01 9.124376774E-01 3.653083191E+02
 2.924682999E+01 9.145857692E-01 3.650974121E+02
 2.924682999E+01 9.167007804E-01 3.648873291E+02
 2.924682999E+01 9.187832475E-01 3.646781311E+02
 2.924682999E+01 9.208336473E-01 3.644698181E+02
 2.924682999E+01 9.228524566E-01 3.642625427E+02
 2.924682999E+01 9.248401523E-01 3.640562744E+02
 2.924682999E+01 9.267970920E-01 3.638511353E+02
 2.924682999E+01 9.287239313E-01 3.636471558E+02
 2.924682999E+01 9.306208491E-01 3.634443665E+02
 2.924682999E+01 9.324885011E-01 3.632428284E+02
 2.924682999E+01 9.343271852E-01 3.630426025E+02
 2.924682999E+01 9.361373782E-01 3.628436890E+02
 2.924682999E+01 9.379194975E-01 3.626461487E+02
 2.924682999E+01 9.396739602E-01 3.624500122E+02
 2.924682999E+01 9.414011240E-01 3.622553101E+02
 2.924682999E+01 9.431014657E-01 3.620620728E+02
 2.924682999E+01 9.447753429E-01 3.618703613E+02
 2.924682999E+01 9.464231133E-01 3.616801453E+02
 2.924682999E+01 9.480452538E-01 3.614915161E+02
 2.924682999E+01 9.496420026E-01 3.613044434E+02
 2.924682999E+01 9.512139559E-01 3.611189575E+02
 2.924682999E+01 9.527612329E-01 3.609350891E+02
 2.924682999E+01 9.542842507E-01 3.607528687E+02
 2.924682999E+01 9.557834864E-01 3.605722961E+02
 2.924682999E+01 9.572591782E-01 3.603933716E+02
 2.924682999E+01 9.587117434E-01 3.602161560E+02
 2.924682999E+01 9.601414800E-01 3.600406189E+02
 2.924682999E+01 9.615487456E-01 3.598667603E+02
 2.924682999E+01 9.629338980E-01 3.596946411E+02
 2.924682999E+01 9.642971754E-01 3.595242310E+02
 2.924682999E+01 9.656389952E-01 3.593555603E+02
 2.924682999E+01 9.669596553E-01 3.591885986E+02
 2.924682999E+01 9.682593942E-01 3.590233765E+02
 2.924682999E+01 9.695386291E-01 3.588599243E+02
 2.924682999E+01 9.707975984E-01 3.586981812E+02
 2.924682999E+01 9.720366001E-01 3.585382080E+02
 2.924682999E+01 9.732559919E-01 3.583799744E+02
 2.924682999E+01 9.744559526E-01 3.582234802E+02
 2.924682999E+01 9.756368399E-01 3.580687561E+02
 2.924682999E+01 9.767989516E-01 3.579157715E+02
 2.924682999E+01 9.779425263E-01 3.577645264E+02
 2.924682999E+01 9.790679216E-01 3.576149902E+02
 2.924682999E+01 9.801752567E-01 3.574672241E+02
 2.924682999E+01 9.812649488E-01 3.573211975E+02
 2.924682999E+01 9.823371768E-01 3.571768799E+02
 2.924682999E+01 9.833921790E-01 3.570343018E+02
 2.924682999E+01 9.844302535E-01 3.568934326E+02
 2.924682999E+01 9.854517579E-01 3.567542725E+02
 2.924682999E+01 9.864567518E-01 3.566168213E+02
 2.924682999E+01 9.874455929E-01 3.564810791E+02
 2.924682999E+01 9.884184599E-01 3.563470154E+02
 2.924682999E+01 9.893756509E-01 3.562145996E+02
 2.924682999E+01 9.903173447E-01 3.560838928E+02
 2.924682999E+01 9.912438393E-01 3.559548340E+02
 2.924682999E+01 9.921552539E-01 3.558274231E+02
 2.924682999E+01 9.930518866E-01 3.557016602E+02
 2.924682999E+01 9.939339757E-01 3.555775452E+02
 2.924682999E+01 9.948017001E-01 3.554550476E+02
 2.924682999E+01 9.956552982E-01 3.553341370E+02
 2.924682999E+01 9.964950085E-01 3.552148438E+02
 2.924682999E+01 9.973208904E-01 3.550971375E+02
 2.924682999E+01 9.981333613E-01 3.549810181E+02
 2.924682999E+01 9.989324808E-01 3.548664551E+02
 2.924682999E+01 9.997184873E-01 3.547534485E+02
 2.924682999E+01 1.000491500E+00 3.546419983E+02
 2.924682999E+01 1.001251936E+00 3.545320435E+02
 2.924682999E+01 1.001999736E+00 3.544236450E+02
 2.924682999E+01 1.002735257E+00 3.543167114E+02
 2.924682999E+01 1.003471375E+00 3.542094421E+02
 2.924682999E+01 1.004227161E+00 3.540989685E+02
 2.924682999E+01 1.005003214E+00 3.539852600E+02
 2.924682999E+01 1.005800247E+00 3.538681335E+02
 2.924682999E+01 1.006619096E+00 3.537474670E+02
 2.924682999E+01 1.007460237E+00 3.536231689E+02
 2.924682999E+01 1.008324623E+00 3.534950256E+02
 2.924682999E+01 1.009212971E+00 3.533629456E+02
 2.924682999E+01 1.010126352E+00 3.532267456E+02
 2.924682999E+01 1.011065245E+00 3.530862427E+02
 2.924682999E+01 1.012030721E+00 3.529413147E+02
 2.924682999E+01 1.013023734E+00 3.527917480E+02
 2.924682999E+01 1.014045238E+00 3.526373596E+02
 2.924682999E+01 1.015096068E+00 3.524779968E+02
 2.924682999E+01 1.016177177E+00 3.523134155E+02
 2.924682999E+01 1.017289758E+00 3.521434326E+02
 2.924682999E+01 1.018434882E+00 3.519678040E+02
 2.924682999E+01 1.019613743E+00 3.517863159E+02
 2.924682999E+01 1.020827293E+00 3.515987244E+02
 2.924682999E+01 1.022076726E+00 3.514048157E+02
 2.924682999E+01 1.023363590E+00 3.512042542E+02
 2.924682999E+01 1.024688840E+00 3.509968262E+02
 2.924682999E+01 1.026053905E+00 3.507822266E+02
 2.924682999E+01 1.027459979E+00 3.505601807E+02
 2.924682999E+01 1.028908730E+00 3.503303528E+02
 2.924682999E+01 1.030401587E+00 3.500924072E+02
 2.924682999E+01 1.031939864E+00 3.498460388E+02
 2.924682999E+01 1.033525229E+00 3.495908508E+02
 2.924682999E+01 1.035159469E+00 3.493264465E+02
 2.924682999E+01 1.036844015E+00 3.476335449E+02
 2.924682999E+01 1.038580537E+00 3.446892395E+02
 2.924682999E+01 1.040371060E+00 3.408088989E+02
 2.924682999E+01 1.042217255E+00 3.362467346E+02
 2.924682999E+01 1.044121146E+00 3.312575073E+02
 2.924682999E+01 1.046084523E+00 3.260722351E+02
 2.924682999E+01 1.048109651E+00 3.208937988E+02
 2.924682999E+01 1.050198555E+00 3.158910828E+02
 2.924682999E+01 1.052353382E+00 3.111955872E+02
 2.924682999E+01 1.054576278E+00 3.069016724E+02
 2.924682999E+01 1.056869864E+00 3.030675354E+02
 2.924682999E+01 1.059236288E+00 2.997181702E+02
 2.924682999E+01 1.061678171E+00 2.968492737E+02
 2.924682999E+01 1.064198136E+00 2.944320679E+02
 2.924682999E+01 1.066798687E+00 2.924184570E+02
 2.924682999E+01 1.069482565E+00 2.907464294E+02
 2.924682999E+01 1.072252870E+00 2.893450623E+02
 2.924682999E+01 1.075112343E+00 2.881400452E+02
 2.924682999E+01 1.078064203E+00 2.870577698E+02
 2.924682999E+01 1.081111312E+00 2.860297546E+02
 2.924682999E+01 1.084257126E+00 2.849951782E+02
 2.924682999E+01 1.087505102E+00 2.839037781E+02
 2.924682999E+01 1.090858459E+00 2.827169189E+02
 2.924682999E+01 1.094321012E+00 2.814076233E+02
 2.924682999E+01 1.097896338E+00 2.799605408E+02
 2.924682999E+01 1.101588488E+00 2.783700562E+02
 2.924682999E+01 1.105401278E+00 2.766391296E+02
 2.924682999E+01 1.109338760E+00 2.747764282E+02
 2.924682999E+01 1.113405347E+00 2.727946167E+02
 2.924682999E+01 1.117605448E+00 2.707079773E+02
 2.924682999E+01 1.121943355E+00 2.685307007E+02
 2.924682999E+01 1.126424074E+00 2.662752686E+02
 2.924682999E+01 1.131052375E+00 2.639518127E+02
 2.924682999E+01 1.135833144E+00 2.615672302E+02
 2.924682999E+01 1.140771747E+00 2.591255493E+02
 2.924682999E+01 1.145873427E+00 2.566278381E+02
 2.924682999E+01 1.151143789E+00 2.540729065E+02
 2.924682999E+01 1.156588554E+00 2.514578552E+02
 2.924682999E+01 1.162213683E+00 2.487788086E+02
 2.924682999E+01 1.168025374E+00 2.460314941E+02
 2.924682999E+01 1.174029827E+00 2.432118683E+02
 2.924682999E+01 1.180233836E+00 2.403160095E+02
 2.924682999E+01 1.186643958E+00 2.373410187E+02
 2.924682999E+01 1.193267107E+00 2.342844238E+02
 2.924682999E+01 1.200110912E+00 2.311442261E+02
 2.924682999E+01 1.207182527E+00 2.279191284E+02
 2.924682999E+01 1.214489937E+00 2.246078949E+02
 2.924682999E+01 1.222041011E+00 2.212093964E+02
 2.924682999E+01 1.229843974E+00 2.177223969E+02
 2.924682999E+01 1.237907529E+00 2.141453857E+02
 2.924682999E+01 1.246240377E+00 2.104766083E+02
 2.924682999E+01 1.254851818E+00 2.067137604E+02
 2.924682999E+01 1.263751268E+00 2.028542328E+02
 2.924683189E+01 1.272948623E+00 1.988947449E+02
 2.924683189E+01 1.282453656E+00 1.948317261E+02
 2.924683189E+01 1.292277098E+00 1.906606598E+02
 2.924683189E+01 1.302429676E+00 1.863764038E+02
 2.924683189E+01 1.312922716E+00 1.819726868E+02
 2.924683189E+01 1.323767543E+00 1.774421997E+02
 2.924683189E+01 1.334976077E+00 1.727760162E+02
 2.924683189E+01 1.346561074E+00 1.679630432E+02
 2.924683189E+01 1.358534694E+00 1.629903870E+02
 2.924683189E+01 1.370910645E+00 1.578418884E+02
 2.924683189E+01 1.383702397E+00 1.524983673E+02
 2.924683189E+01 1.396924019E+00 1.469367523E+02
 2.924683189E+01 1.410590172E+00 1.411297455E+02
 2.924683189E+01 1.424715996E+00 1.350450897E+02
 2.924683189E+01 1.439316869E+00 1.286451416E+02
 2.924683189E+01 1.454409003E+00 1.218858948E+02
 2.924683189E+01 1.470009208E+00 1.147153854E+02
 2.924683189E+01 1.486134648E+00 1.070718689E+02
 2.924683189E+01 1.502803087E+00 9.888117981E+01
 2.924683189E+01 1.520033002E+00 9.005445862E+01
 2.924683189E+01 1.537843466E+00 8.049118042E+01
 2.924683189E+01 1.556254268E+00 7.009176636E+01
 2.924683189E+01 1.575285554E+00 5.878786850E+01
 2.924683189E+01 1.594958425E+00 4.659405136E+01
 2.924683189E+01 1.615294933E+00 3.365039825E+01
 2.924683189E+01 1.636317134E+00 1.997138596E+01
 2.924683189E+01 1.658048749E+00 4.895443916E+00
 2.924683189E+01 1.680513620E+00 3.554594815E-01
 2.924683189E+01 1.703736663E+00 1.748118550E-02
 2.924683380E+01 1.727743626E+00 7.708424702E-03
 2.924683380E+01 1.752561212E+00 7.467113901E-03
 2.924683380E+01 1.778216839E+00 7.461454254E-03
 2.924683380E+01 1.804738879E+00 7.461291738E-03
 2.924683380E+01 1.832156897E+00 7.461251225E-03
 2.924683380E+01 1.860501170E+00 7.461213507E-03
 2.924683380E+01 1.889803410E+00 7.461176254E-03
 2.924683380E+01 1.920095921E+00 7.461139932E-03
 2.924683380E+01 1.951412439E+00 7.461104542E-03
 2.924683380E+01 1.983787656E+00 7.461069152E-03
 2.924683380E+01 2.017257452E+00 7.461034693E-03
 2.924683380E+01 2.051859379E+00 7.461000700E-03
 2.924683380E+01 2.087631702E+00 7.460967638E-03
 2.924683380E+01 2.124613762E+00 7.460935041E-03
 2.924683380E+01 2.162847519E+00 7.460902911E-03
 2.924683571E+01 2.202374935E+00 7.460871246E-03
 2.924683571E+01 2.243240118E+00 7.460840512E-03
 2.924683571E+01 2.285488605E+00 7.460810244E-03
 2.924683571E+01 2.329167604E+00 7.460780442E-03
 2.924683571E+01 2.374325275E+00 7.460751105E-03
 2.924683571E+01 2.421012402E+00 7.460722700E-03
 2.924683571E+01 2.469280958E+00 7.460694760E-03
 2.924683571E+01 2.519184351E+00 7.460667286E-03
 2.924683571E+01 2.570778847E+00 7.460640743E-03
 2.924683571E+01 2.624121666E+00 7.460614201E-03
 2.924683762E+01 2.679272413E+00 7.460588589E-03
 2.924683762E+01 2.736292362E+00 7.460562978E-03
 2.924683762E+01 2.795245886E+00 7.460538298E-03
 2.924683762E+01 2.856198311E+00 7.460514084E-03
 2.924683762E+01 2.919217825E+00 7.460490335E-03
 2.924683762E+01 2.984375238E+00 7.460467052E-03
 2.924683762E+01 3.051743031E+00 7.460444234E-03
 2.924683762E+01 3.121397018E+00 7.460421883E-03
 2.924683952E+01 3.193414927E+00 7.460399996E-03
 2.924683952E+01 3.267877340E+00 7.460378576E-03
 2.924683952E+01 3.344867945E+00 7.460357156E-03
 2.924683952E+01 3.424473286E+00 7.460336667E-03
 2.924683952E+01 3.506781816E+00 7.460316177E-03
 2.924683952E+01 3.591886997E+00 7.460296620E-03
 2.924684143E+01 3.679883957E+00 7.460276596E-03
 2.924684143E+01 3.770871401E+00 7.460257504E-03
 2.924684143E+01 3.864952087E+00 7.460238412E-03
 2.924684143E+01 3.962231159E+00 7.460219786E-03
 2.924684143E+01 4.062819004E+00 7.460201625E-03
 2.924684334E+01 4.166828156E+00 7.460183464E-03
 2.924684334E+01 4.274375916E+00 7.460165769E-03
 2.924684334E+01 4.385583878E+00 7.460148074E-03
 2.924684334E+01 4.500577450E+00 7.460130844E-03
 2.924684525E+01 4.619486809E+00 7.460113615E-03
 2.924684525E+01 4.742445469E+00 7.460096851E-03
 2.924684525E+01 4.869592667E+00 7.460080087E-03
 2.924684525E+01 5.001072884E+00 7.460063323E-03
 2.924684715E+01 5.137034893E+00 7.460047025E-03
 2.924684715E+01 5.277632236E+00 7.460030727E-03
 2.924684715E+01 5.423024654E+00 7.460014429E-03
 2.924684715E+01 5.573377132E+00 7.459998131E-03
 2.924684906E+01 5.728860378E+00 7.459981833E-03
 2.924684906E+01 5.889651299E+00 7.459965535E-03
 2.924684906E+01 6.055932522E+00 7.459949236E-03
 2.924685097E+01 6.227894306E+00 7.459932938E-03
 2.924685097E+01 6.405731678E+00 7.459916640E-03
 2.924685097E+01 6.589647770E+00 7.459900342E-03
 2.924685287E+01 6.779852867E+00 7.459883578E-03
 2.924685287E+01 6.976564407E+00 7.459867280E-03
 2.924685287E+01 7.180006981E+00 7.459850051E-03
 2.924685478E+01 7.390414238E+00 7.459833287E-03
 2.924685478E+01 7.608026981E+00 7.459816057E-03
 2.924685669E+01 7.833095074E+00 7.459798362E-03
 2.924685669E+01 8.065877914E+00 7.459780667E-03
 2.924685669E+01 8.306641579E+00 7.459762506E-03
 2.924685860E+01 8.555665016E+00 7.459744345E-03
 2.924685860E+01 8.813235283E+00 7.459725719E-03
 2.924686050E+01 9.079649925E+00 7.459706627E-03
 2.924686050E+01 9.355215073E+00 7.459687069E-03
 2.924686241E+01 9.640253067E+00 7.459667046E-03
 2.924686241E+01 9.935091972E+00 7.459647022E-03
 2.924686432E+01 1.024007607E+01 7.459626067E-03
 2.924686432E+01 1.055555820E+01 7.459605113E-03
 2.924686623E+01 1.088190651E+01 7.459583227E-03
 2.924686623E+01 1.121950340E+01 7.459561341E-03
 2.924686813E+01 1.156874180E+01 7.459538989E-03
 2.924686813E+01 1.193003178E+01 7.459515706E-03
 2.924687004E+01 1.230379677E+01 7.459491957E-03
 2.924687004E+01 1.269047642E+01 7.459468208E-03
 2.924687195E+01 1.309052658E+01 7.459443528E-03
 2.924687195E+01 1.350441933E+01 7.459418382E-03
 2.924687386E+01 1.393264294E+01 7.459392771E-03
 2.924687576E+01 1.437570858E+01 7.459366694E-03
 2.924687576E+01 1.483413982E+01 7.459340151E-03
 2.924687767E+01 1.530848598E+01 7.459313143E-03
 2.924687767E+01 1.579931355E+01 7.459285669E-03
 2.924687958E+01 1.630721092E+01 7.459257729E-03
 2.924688148E+01 1.683278847E+01 7.459229324E-03
 2.924688148E+01 1.737668228E+01 7.459200453E-03
 2.924688339E+01 1.793955040E+01 7.459171116E-03
 2.924688530E+01 1.852207756E+01 7.459141314E-03
