variables="x","cf"
zone, t="CFL3D"
 -1.207502708E-01 0.000000000E+00
 -1.184152439E-01 0.000000000E+00
 -1.161200702E-01 0.000000000E+00
 -1.138639748E-01 0.000000000E+00
 -1.116462052E-01 0.000000000E+00
 -1.094660088E-01 0.000000000E+00
 -1.073226556E-01 0.000000000E+00
 -1.052154228E-01 0.000000000E+00
 -1.031436026E-01 0.000000000E+00
 -1.011064947E-01 0.000000000E+00
 -9.910341352E-02 0.000000000E+00
 -9.713368863E-02 0.000000000E+00
 -9.519665688E-02 0.000000000E+00
 -9.329166263E-02 0.000000000E+00
 -9.141806513E-02 0.000000000E+00
 -8.957523853E-02 0.000000000E+00
 -8.776255697E-02 0.000000000E+00
 -8.597940952E-02 0.000000000E+00
 -8.422520012E-02 0.000000000E+00
 -8.249934018E-02 0.000000000E+00
 -8.080124855E-02 0.000000000E+00
 -7.913035154E-02 0.000000000E+00
 -7.748608291E-02 0.000000000E+00
 -7.586789131E-02 0.000000000E+00
 -7.427524030E-02 0.000000000E+00
 -7.270757854E-02 0.000000000E+00
 -7.116439939E-02 0.000000000E+00
 -6.964515895E-02 0.000000000E+00
 -6.814936548E-02 0.000000000E+00
 -6.667650491E-02 0.000000000E+00
 -6.522608548E-02 0.000000000E+00
 -6.379762292E-02 0.000000000E+00
 -6.239062548E-02 0.000000000E+00
 -6.100463122E-02 0.000000000E+00
 -5.963916704E-02 0.000000000E+00
 -5.829377472E-02 0.000000000E+00
 -5.696799979E-02 0.000000000E+00
 -5.566140264E-02 0.000000000E+00
 -5.437353626E-02 0.000000000E+00
 -5.310396850E-02 0.000000000E+00
 -5.185227469E-02 0.000000000E+00
 -5.061803013E-02 0.000000000E+00
 -4.940082505E-02 1.233541403E-23
 -4.820024595E-02 0.000000000E+00
 -4.701588675E-02 0.000000000E+00
 -4.584735259E-02 0.000000000E+00
 -4.469424859E-02 0.000000000E+00
 -4.355618730E-02 0.000000000E+00
 -4.243278503E-02 0.000000000E+00
 -4.132366180E-02 0.000000000E+00
 -4.022844881E-02 0.000000000E+00
 -3.914677724E-02 1.357805849E-23
 -3.807827830E-02 0.000000000E+00
 -3.702259436E-02 0.000000000E+00
 -3.597937152E-02 0.000000000E+00
 -3.494825587E-02 0.000000000E+00
 -3.392890468E-02 0.000000000E+00
 -3.292097151E-02 0.000000000E+00
 -3.192412108E-02 0.000000000E+00
 -3.093801253E-02 0.000000000E+00
 -2.996231616E-02 0.000000000E+00
 -2.899670415E-02 0.000000000E+00
 -2.804085240E-02 0.000000000E+00
 -2.615714073E-02 0.000000000E+00
 -2.522864752E-02 0.000000000E+00
 -2.430864610E-02 0.000000000E+00
 -2.339682542E-02 0.000000000E+00
 -2.249288000E-02 0.000000000E+00
 -2.159650251E-02 0.000000000E+00
 -2.070739679E-02 0.000000000E+00
 -1.982525736E-02 0.000000000E+00
 -1.894979179E-02 0.000000000E+00
 -1.808070391E-02 0.000000000E+00
 -1.721770130E-02 0.000000000E+00
 -1.636049338E-02 0.000000000E+00
 -1.550879143E-02 0.000000000E+00
 -1.466230955E-02 0.000000000E+00
 -1.382076181E-02 0.000000000E+00
 -1.298386604E-02 0.000000000E+00
 -1.215134002E-02 0.000000000E+00
 -1.132290438E-02 0.000000000E+00
 -1.049827877E-02 0.000000000E+00
 -9.677186608E-03 7.644476797E-23
 -8.859351277E-03 0.000000000E+00
 -8.044498041E-03 0.000000000E+00
 -7.232351694E-03 0.000000000E+00
 -6.422639824E-03 0.000000000E+00
 -5.615089089E-03 0.000000000E+00
 -4.809428938E-03 0.000000000E+00
 -4.005386960E-03 0.000000000E+00
 -3.202693071E-03 0.000000000E+00
 -2.401077189E-03 0.000000000E+00
 -1.600269228E-03 0.000000000E+00
 -7.999999798E-04 0.000000000E+00
 2.780639759E-16 1.733256504E-02
 7.999999798E-04 2.212542109E-02
 1.606264967E-03 8.578260429E-03
 2.418837277E-03 7.476028986E-03
 3.237759229E-03 7.039099466E-03
 4.063073546E-03 6.866252050E-03
 4.894822836E-03 6.817988586E-03
 5.733050406E-03 6.797034293E-03
 6.577799562E-03 6.762710400E-03
 7.429112680E-03 6.705159321E-03
 8.287033997E-03 6.629875861E-03
 9.151606821E-03 6.545175798E-03
 1.002287492E-02 6.457641721E-03
 1.090088207E-02 6.371251307E-03
 1.178567298E-02 6.288059056E-03
 1.267729141E-02 6.208936684E-03
 1.357578207E-02 6.134059280E-03
 1.448118873E-02 6.063198205E-03
 1.539355703E-02 5.995933898E-03
 1.631293073E-02 5.931827705E-03
 1.723935641E-02 5.870523397E-03
 1.817287691E-02 5.811778829E-03
 1.911354065E-02 5.755440332E-03
 2.006139047E-02 5.701405462E-03
 2.101647109E-02 5.649587605E-03
 2.197883092E-02 5.599896889E-03
 2.294851467E-02 5.552235525E-03
 2.392556891E-02 5.506497808E-03
 2.491003834E-02 5.462575238E-03
 2.590196952E-02 5.420358852E-03
 2.690140903E-02 5.379744340E-03
 2.790840343E-02 5.340630654E-03
 2.892299928E-02 5.302924197E-03
 2.994524129E-02 5.266536493E-03
 3.097517975E-02 5.231385119E-03
 3.201285750E-02 5.197394639E-03
 3.305832669E-02 5.164495204E-03
 3.411163017E-02 5.132622086E-03
 3.517281637E-02 5.101715215E-03
 3.624192998E-02 5.071720108E-03
 3.731902316E-02 5.042586010E-03
 3.840414062E-02 5.014265887E-03
 3.949733078E-02 4.986715969E-03
 4.059864208E-02 4.959896207E-03
 4.170811921E-02 4.933769349E-03
 4.282581061E-02 4.908300936E-03
 4.395176470E-02 4.883457907E-03
 4.508602992E-02 4.859210458E-03
 4.622865468E-02 4.835531116E-03
 4.737968370E-02 4.812392406E-03
 4.853916913E-02 4.789770581E-03
 4.970715567E-02 4.767642822E-03
 5.088369548E-02 4.745986313E-03
 5.206883326E-02 4.724782426E-03
 5.326262116E-02 4.704010673E-03
 5.446510017E-02 4.683654290E-03
 5.567632616E-02 4.663695581E-03
 5.689634383E-02 4.644119181E-03
 5.812519789E-02 4.624909256E-03
 5.936294422E-02 4.606052302E-03
 6.060962752E-02 4.587534815E-03
 6.186529621E-02 4.569343291E-03
 6.312999874E-02 4.551465623E-03
 6.440377980E-02 4.533891100E-03
 6.568669528E-02 4.516607616E-03
 6.697878242E-02 4.499605857E-03
 6.828010082E-02 4.482875578E-03
 6.959069520E-02 4.466407467E-03
 7.091061771E-02 4.450192675E-03
 7.223990560E-02 4.434221890E-03
 7.357861102E-02 4.418487661E-03
 7.492678612E-02 4.402982071E-03
 7.628447562E-02 4.387697205E-03
 7.765173167E-02 4.372626543E-03
 7.902859896E-02 4.357762635E-03
 8.041512221E-02 4.343098961E-03
 8.181135356E-02 4.328629468E-03
 8.321733773E-02 4.314347636E-03
 8.463312685E-02 4.300248343E-03
 8.605875820E-02 4.286326002E-03
 8.749429882E-02 4.272574559E-03
 8.893977106E-02 4.258989356E-03
 9.039524198E-02 4.245565273E-03
 9.186074883E-02 4.232297651E-03
 9.333634377E-02 4.219181836E-03
 9.482206404E-02 4.206213169E-03
 9.631796926E-02 4.193387460E-03
 9.782408923E-02 4.180700984E-03
 9.934049100E-02 4.168148618E-03
 1.008672044E-01 4.155727569E-03
 1.024042815E-01 4.143433645E-03
 1.039517671E-01 4.131263122E-03
 1.055097058E-01 4.119212739E-03
 1.070781425E-01 4.107278306E-03
 1.086571217E-01 4.095457494E-03
 1.102466956E-01 4.083746579E-03
 1.118469015E-01 4.072142299E-03
 1.134577915E-01 4.060641862E-03
 1.150793955E-01 4.049242008E-03
 1.167117655E-01 4.037939943E-03
 1.183549538E-01 4.026733339E-03
 1.200089902E-01 4.015618470E-03
 1.216739267E-01 4.004593007E-03
 1.233498007E-01 3.993654624E-03
 1.250366569E-01 3.982800525E-03
 1.267345399E-01 3.972028382E-03
 1.284434944E-01 3.961334936E-03
 1.301635504E-01 3.950718790E-03
 1.318947524E-01 3.940177150E-03
 1.336371601E-01 3.929707687E-03
 1.353907883E-01 3.919307608E-03
 1.371556818E-01 3.908975516E-03
 1.389319003E-01 3.898708615E-03
 1.407194734E-01 3.888504812E-03
 1.425184160E-01 3.878362011E-03
 1.443288028E-01 3.868278116E-03
 1.461506635E-01 3.858250799E-03
 1.479840279E-01 3.848278197E-03
 1.498289257E-01 3.838357981E-03
 1.516854167E-01 3.828488290E-03
 1.535535157E-01 3.818667261E-03
 1.554332823E-01 3.808892332E-03
 1.573247313E-01 3.799161874E-03
 1.592279077E-01 3.789474024E-03
 1.611428410E-01 3.779826220E-03
 1.630695611E-01 3.770216834E-03
 1.650081277E-01 3.760644002E-03
 1.669585407E-01 3.751105163E-03
 1.689208597E-01 3.741598921E-03
 1.708951145E-01 3.732122947E-03
 1.728813201E-01 3.722675145E-03
 1.748795062E-01 3.713253653E-03
 1.768897325E-01 3.703856142E-03
 1.789119989E-01 3.694480984E-03
 1.809463501E-01 3.685125615E-03
 1.829928160E-01 3.675788175E-03
 1.850514114E-01 3.666466568E-03
 1.871221811E-01 3.657158697E-03
 1.892051548E-01 3.647862235E-03
 1.913003325E-01 3.638573224E-03
 1.934077740E-01 3.629287239E-03
 1.955274791E-01 3.619999625E-03
 1.976594776E-01 3.610690357E-03
 1.998037994E-01 3.601383418E-03
 2.041295022E-01 3.582943929E-03
 2.063109279E-01 3.573666327E-03
 2.085047662E-01 3.564350307E-03
 2.107110322E-01 3.555029398E-03
 2.129297554E-01 3.545695450E-03
 2.151609361E-01 3.536344273E-03
 2.174046040E-01 3.526971908E-03
 2.196607888E-01 3.517575096E-03
 2.219294906E-01 3.508149879E-03
 2.242107242E-01 3.498692997E-03
 2.265045196E-01 3.489200957E-03
 2.288108766E-01 3.479670268E-03
 2.311298251E-01 3.470096504E-03
 2.334613651E-01 3.460476175E-03
 2.358054966E-01 3.450805089E-03
 2.381622493E-01 3.441078821E-03
 2.405316383E-01 3.431292484E-03
 2.429136485E-01 3.421441652E-03
 2.453083098E-01 3.411521204E-03
 2.477156222E-01 3.401525551E-03
 2.501356006E-01 3.391449340E-03
 2.525682449E-01 3.381286515E-03
 2.550135255E-01 3.371030558E-03
 2.574715018E-01 3.360674717E-03
 2.599421442E-01 3.350212006E-03
 2.624254823E-01 3.339634277E-03
 2.649214864E-01 3.328933613E-03
 2.674301565E-01 3.318100935E-03
 2.699515224E-01 3.307126695E-03
 2.724855542E-01 3.296000417E-03
 2.750322521E-01 3.284710692E-03
 2.775916159E-01 3.273245180E-03
 2.801636457E-01 3.261589911E-03
 2.827483416E-01 3.249729984E-03
 2.853456736E-01 3.237648401E-03
 2.879556417E-01 3.225326305E-03
 2.905782461E-01 3.212741809E-03
 2.932134569E-01 3.199868370E-03
 2.958613038E-01 3.186675254E-03
 2.985217273E-01 3.173124045E-03
 3.011947274E-01 3.159170970E-03
 3.038803041E-01 3.144779010E-03
 3.065784574E-01 3.129935125E-03
 3.092890978E-01 3.114643740E-03
 3.120122850E-01 3.098913701E-03
 3.147479594E-01 3.082757583E-03
 3.174961209E-01 3.066190053E-03
 3.202567399E-01 3.049229505E-03
 3.230297565E-01 3.031895729E-03
 3.258152306E-01 3.014212707E-03
 3.286130428E-01 2.996204887E-03
 3.314232230E-01 2.977903700E-03
 3.342457414E-01 2.959363163E-03
 3.370805681E-01 2.940614009E-03
 3.399276435E-01 2.921658102E-03
 3.427869678E-01 2.902536886E-03
 3.456584811E-01 2.883284353E-03
 3.485421836E-01 2.863980597E-03
 3.514380157E-01 2.844723873E-03
 3.543459177E-01 2.825479489E-03
 3.572659194E-01 2.806219738E-03
 3.601979017E-01 2.787080361E-03
 3.631418645E-01 2.768221311E-03
 3.660977483E-01 2.749579726E-03
 3.690654933E-01 2.731056884E-03
 3.720450699E-01 2.712944988E-03
 3.750364482E-01 2.695363015E-03
 3.780395389E-01 2.677990124E-03
 3.810542822E-01 2.661153907E-03
 3.840806186E-01 2.645030851E-03
 3.871185184E-01 2.629291732E-03
 3.901678622E-01 2.614318160E-03
 3.932286203E-01 2.599987667E-03
 3.963007331E-01 2.586378483E-03
 3.993840814E-01 2.573791891E-03
 4.024785757E-01 2.561885398E-03
 4.055841863E-01 2.550926991E-03
 4.087007940E-01 2.540948102E-03
 4.118283093E-01 2.531956183E-03
 4.149666429E-01 2.524069743E-03
 4.181156456E-01 2.517249668E-03
 4.212752879E-01 2.511638682E-03
 4.244453907E-01 2.507171361E-03
 4.276258647E-01 2.504007425E-03
 4.308166206E-01 2.502065850E-03
 4.340174794E-01 2.501484705E-03
 4.372283220E-01 2.502317540E-03
 4.404490292E-01 2.504434204E-03
 4.436794519E-01 2.508234000E-03
 4.469194710E-01 2.513258718E-03
 4.501688778E-01 2.519837348E-03
 4.534275532E-01 2.528091893E-03
 4.566953778E-01 2.537653083E-03
 4.599721134E-01 2.549172379E-03
 4.632576406E-01 2.562072128E-03
 4.665518105E-01 2.576470608E-03
 4.698544145E-01 2.593074227E-03
 4.731652737E-01 2.610999160E-03
 4.764842689E-01 2.630459145E-03
 4.798111618E-01 2.652171534E-03
 4.831458032E-01 2.675473457E-03
 4.864880145E-01 2.700163051E-03
 4.898376465E-01 2.726983512E-03
 4.931944907E-01 2.755899215E-03
 4.965583980E-01 2.786197234E-03
 4.999292195E-01 2.818178618E-03
 5.033067465E-01 2.852430101E-03
 5.066908002E-01 2.888606861E-03
 5.100812912E-01 2.926298417E-03
 5.134780407E-01 2.965659136E-03
 5.168808699E-01 3.007207299E-03
 5.202897191E-01 3.050921718E-03
 5.237043500E-01 3.096170258E-03
 5.271247625E-01 3.143050941E-03
 5.305507779E-01 3.191797296E-03
 5.339823365E-01 3.242614679E-03
 5.374191999E-01 3.295503557E-03
 5.408614874E-01 3.349943319E-03
 5.443089604E-01 3.406011034E-03
 5.477616787E-01 3.463889938E-03
 5.512195230E-01 3.523500403E-03
 5.546824932E-01 3.585008206E-03
 5.581504703E-01 3.648349317E-03
 5.616235137E-01 3.713175654E-03
 5.651015639E-01 3.779523540E-03
 5.685847402E-01 3.847475862E-03
 5.720728636E-01 3.916950431E-03
 5.755661130E-01 3.987903241E-03
 5.790644884E-01 4.060292616E-03
 5.825679898E-01 4.134091549E-03
 5.860767365E-01 4.209170584E-03
 5.895906687E-01 4.285383504E-03
 5.931099653E-01 4.362689331E-03
 5.966346264E-01 4.441025667E-03
 6.001648307E-01 4.520283081E-03
 6.037005186E-01 4.600350279E-03
 6.072419286E-01 4.681110848E-03
 6.107890606E-01 4.762437660E-03
 6.143419743E-01 4.844192415E-03
 6.179008484E-01 4.926227964E-03
 6.214657426E-01 5.008382257E-03
 6.250367761E-01 5.090489518E-03
 6.286140084E-01 5.172368605E-03
 6.321974993E-01 5.253823474E-03
 6.357874274E-01 5.334653892E-03
 6.393837333E-01 5.414647982E-03
 6.429865360E-01 5.493573844E-03
 6.465959549E-01 5.571196787E-03
 6.502119303E-01 5.647273734E-03
 6.538345814E-01 5.721542053E-03
 6.574639082E-01 5.793731194E-03
 6.610997915E-01 5.863572937E-03
 6.647424102E-01 5.930784624E-03
 6.683915854E-01 5.995076150E-03
 6.720473170E-01 6.056156941E-03
 6.757094860E-01 6.113730837E-03
 6.793780923E-01 6.167509593E-03
 6.830529571E-01 6.217217073E-03
 6.867339015E-01 6.262582261E-03
 6.904208660E-01 6.303339265E-03
 6.941135526E-01 6.339216605E-03
 6.978118420E-01 6.369378883E-03
 7.015154362E-01 6.393539719E-03
 7.052240968E-01 6.412347313E-03
 7.089375854E-01 6.425489672E-03
 7.126555443E-01 6.432478316E-03
 7.163776159E-01 6.433259696E-03
 7.201035023E-01 6.427714135E-03
 7.238328457E-01 6.415339187E-03
 7.275652289E-01 6.395478267E-03
 7.313002348E-01 6.368746050E-03
 7.350375056E-01 6.335891318E-03
 7.387765050E-01 6.296602078E-03
 7.425169349E-01 6.250684150E-03
 7.462582588E-01 6.198340096E-03
 7.537417412E-01 6.072326098E-03
 7.574830651E-01 6.000650115E-03
 7.612234950E-01 5.923815537E-03
 7.649624944E-01 5.841418169E-03
 7.686997652E-01 5.753970705E-03
 7.724347711E-01 5.661396775E-03
 7.761671543E-01 5.563593935E-03
 7.798964977E-01 5.461593159E-03
 7.836223841E-01 5.356408190E-03
 7.873444557E-01 5.248059053E-03
 7.910624146E-01 5.136749242E-03
 7.947759032E-01 5.022914149E-03
